word1	relation	word2
mill%1:06:01::	action	process%2:30:00::
mill%1:06:01::	theme	product%1:06:00::
		
mill%1:06:00::	action	grind%2:35:02::
		
mill%1:06:00::	action	crush%2:30:00::
		
microphone%1:06:00::	action	pick_up%2:39:01::
microphone%1:06:00::	theme	sound%1:07:00::
		
microphone%1:06:00::	action	amplify%2:30:00::
microphone%1:06:00::	theme	sound%1:07:00::
		
memory%1:09:02::	action	come_back%2:30:00::
		
memory%1:09:02::	action	fade%2:30:00::
		
memory%1:09:02::	action	haunt%2:37:00::
memory%1:09:02::	undergoer	person%1:03:00::
		
memory%1:06:00::	action	hold%2:42:00::
memory%1:06:00::	theme	data%1:14:00::
		
measure%1:03:00::	action	evaluate%2:31:00::
measure%1:03:00::	theme	quantity%1:03:00::
measure%1:03:00::	theme	length%1:07:00::
measure%1:03:00::	theme	weight%1:07:00::
		
maze%1:06:00::	action	wind%2:42:00::
		
match%1:06:00::	action	light%2:34:00::
match%1:06:00::	theme	cigarette%1:06:00::
		
match%1:06:00::	action	light%2:43:00::
match%1:06:00::	theme	wood%1:27:00::
match%1:06:00::	theme	fire%1:22:00::
		
match%1:06:00::	action	strike%2:36:00::
match%1:06:00::	result	fire%1:22:00::
		
match%1:11:00::	action	take_place%2:30:00::
match%1:11:00::	location	field%1:15:02::
		
marble%1:06:00::	action	roll%2:38:00::
		
makeup%1:06:00::	action	color%2:30:00::
makeup%1:06:00::	theme	face%1:08:00::
		
makeup%1:06:00::	action	cover%2:35:00::
makeup%1:06:00::	theme	blemish%1:07:00::
makeup%1:06:00::	location	face%1:08:00::
		
pump%1:06:00::	action	pump%2:35:00::
		
pump%1:06:00::	action	displace%2:38:00::
pump%1:06:00::	theme	liquid%1:27:04::
pump%1:06:00::	theme	gas%1:26:00::
		
pump%1:08:00::	action	circulate%2:38:01::
pump%1:08:00::	theme	blood%1:08:00::
		
printer%1:06:00::	action	print%2:36:00::
printer%1:06:00::	instrument	paper%1:27:00::
		
printer%1:06:01::	action	output%2:36:00::
printer%1:06:01::	theme	data%1:14:00::
		
press%1:10:00::	action	report%2:32:13::
press%1:10:00::	agent	reporter%1:18:00::
press%1:10:00::	theme	news%1:10:01::
press%1:10:00::	theme	story%1:10:01::
		
press%1:10:00::	action	publish%2:36:01::
press%1:10:00::	theme	news%1:10:01::
press%1:10:00::	theme	story%1:10:01::
		
press%1:06:00::	action	extract%2:35:05::
press%1:06:00::	theme	liquid%1:27:04::
		
press%1:06:00::	action	compress%2:35:00::
press%1:06:00::	theme	solid%1:27:04::
		
pot%1:06:00::	action	hold%2:42:13::
pot%1:06:00::	theme	food%1:03:00::
pot%1:06:00::	location	kitchen%1:06:00::
		
pot%1:06:04::	action	hold%2:42:13::
pot%1:06:04::	theme	flower%1:20:00::
		
pole%1:06:00::	action	support%2:35:00::
		
pocket%1:06:00::	action	hold%2:42:13::
		
plane%1:06:01::	action	fly%2:38:00::
		
plane%1:06:01::	action	transport%2:38:00::
plane%1:06:01::	undergoer	passenger%1:18:00::
		
plane%1:06:01::	action	take_off%2:38:02::
plane%1:06:01::	location	airport%1:06:00::
plane%1:06:01::	destination	sky%1:17:00::
		
plane%1:06:01::	action	land%2:38:00::
plane%1:06:01::	destination	runway%1:06:00::
		
plane%1:06:00::	action	shape%2:36:00::
plane%1:06:00::	agent	carpenter%1:18:00::
plane%1:06:00::	theme	wood%1:27:00::
plane%1:06:00::	location	shop%1:06:01::
		
pill%1:06:00::	action	cure%2:29:00::
pill%1:06:00::	undergoer	sick%1:14:00::
		
pill%1:06:02::	action	prevent%2:41:01::
pill%1:06:02::	theme	pregnancy%1:26:00::
		
pier%1:06:00::	action	connect%2:35:00::
pier%1:06:00::	theme	land%1:17:00::
pier%1:06:00::	theme	ship%1:06:00::
		
pier%1:06:02::	action	support%2:35:00::
		
pier%1:06:01::	action	support%2:35:00::
		
piano%1:06:00::	action	play%2:36:12::
piano%1:06:00::	agent	pianist%1:18:00::
piano%1:06:00::	result	music%1:09:01::
		
pencil%1:06:00::	action	write%2:36:00::
		
pencil%1:06:00::	action	draw%2:36:00::
		
pen%1:06:00::	action	write%2:36:00::
		
pen%1:06:01::	action	hold%2:42:13::
pen%1:06:01::	theme	livestock%1:05:00::
pen%1:06:01::	location	farm%1:06:00::
		
pen%1:06:03::	action	hold%2:42:13::
pen%1:06:03::	theme	baby%1:18:00::
		
paper%1:10:03::	action	contain%2:42:00::
paper%1:10:03::	theme	news%1:10:01::
		
paper%1:14:00::	action	publish%2:36:01::
paper%1:14:00::	theme	news%1:10:01::
		
paper%1:10:02::	action	report%2:32:00::
paper%1:10:02::	theme	result%1:10:00::
		
pan%1:06:01::	action	fry%2:30:00::
pan%1:06:01::	theme	food%1:03:00::
		
packet%1:14:00::	action	hold%2:42:13::
		
packet%1:10:00::	action	contain%2:42:00::
packet%1:10:00::	theme	data%1:14:00::
		
packet%1:06:01::	action	carry%1:04:00::
packet%1:06:01::	theme	mail%1:10:01::
		
pack%1:06:00::	action	hold%2:42:13::
		
pack%1:06:02::	action	hold%2:42:13::
		
organ%1:06:01::	action	play%2:36:12::
organ%1:06:01::	agent	organist%1:18:00::
organ%1:06:01::	result	music%1:09:01::
		
organ%1:06:00::	action	play%2:36:12::
organ%1:06:00::	agent	organist%1:18:00::
organ%1:06:00::	result	music%1:09:01::
		
organ%1:06:02::	action	play%2:36:12::
organ%1:06:02::	result	music%1:09:01::
		
notebook%1:10:00::	action	contain%2:42:13::
notebook%1:10:00::	theme	record%1:10:03::
notebook%1:10:00::	theme	information%1:14:00::
notebook%1:10:00::	theme	list%1:10:00::
		
net%1:06:02::	action	catch%2:35:03::
net%1:06:02::	theme	animal%1:03:00::
net%1:06:02::	theme	insect%1:05:00::
		
net%1:06:04::	action	stop%2:41:00::
net%1:06:04::	theme	ball%1:06:01::
net%1:06:04::	location	field%1:15:02::
		
net%1:06:03::	action	divide%2:42:00::
net%1:06:03::	theme	court%1:06:01::
		
needle%1:06:01::	action	indicate%2:32:03::
needle%1:06:01::	theme	measurement%1:04:00::
needle%1:06:01::	instrument	scale%1:06:00::
		
needle%1:06:00::	action	knit%2:36:00::
needle%1:06:00::	theme	textile%1:06:00::
needle%1:06:00::	theme	clothes%1:06:00::
		
needle%1:06:00::	action	pierce%2:35:00::
needle%1:06:00::	theme	cloth%1:06:00::
needle%1:06:00::	theme	flesh%1:08:02::
		
needle%1:06:02::	action	scratch%2:35:03::
needle%1:06:02::	theme	record%1:06:00::
needle%1:06:02::	result	music%1:09:01::
		
nail%1:08:00::	action	protect%2:33:00::
nail%1:08:00::	theme	flesh%1:08:02::
		
nail%1:06:00::	action	secure%2:35:01::
nail%1:06:00::	theme	material%1:27:00::
nail%1:06:00::	instrument	hammer%1:06:00::
		
shaft%1:19:00::	action	shine%2:43:00::
shaft%1:19:00::	result	light%1:19:00::
		
seat%1:06:01::	action	seat%2:42:00::
seat%1:06:01::	undergoer	person%1:03:00::
		
seat%1:06:02::	action	cover%2:35:00::
seat%1:06:02::	theme	buttocks%1:08:00::
		
screw%1:06:00::	action	fasten%2:35:01::
screw%1:06:00::	instrument	screwdriver%1:06:00::
screw%1:06:00::	agent	carpenter%1:18:00::
		
screen%1:06:06::	action	show%2:39:02::
screen%1:06:06::	theme	film%1:10:01::
screen%1:06:06::	beneficiary	audience%1:14:00::
screen%1:06:06::	result	movie%1:10:00::
screen%1:06:06::	instrument	projector%1:06:00::
		
screen%1:06:04::	action	hide%2:39:00::
		
screen%1:06:01::	action	hide%2:39:00::
		
screen%1:06:04::	action	cover%2:35:00::
		
screen%1:06:01::	action	cover%2:35:00::
		
screen%1:06:07::	action	open%2:35:06::
		
screen%1:06:07::	action	close%2:35:06::
		
screen%1:06:07::	action	block%2:35:12::
screen%1:06:07::	undergoer	bug%1:05:02::
		
scale%1:06:02::	action	measure%2:31:00::
scale%1:06:02::	result	mass%1:07:00::
		
scale%1:06:02::	action	weigh%2:42:00::
scale%1:06:02::	result	mass%1:07:00::
		
scale%1:05:00::	action	cover%2:35:01::
scale%1:05:00::	theme	reptile%1:05:00::
		
satellite%1:06:00::	action	orbit%2:38:00::
satellite%1:06:00::	theme	planet%1:17:01::
satellite%1:06:00::	location	space%1:15:01::
		
rocket%1:06:01::	action	launch%2:35:00::
		
rocket%1:06:01::	action	blast_off%2:35:00::
		
rocket%1:10:02::	action	shoot%2:33:00::
rocket%1:10:02::	theme	light%1:06:00::
rocket%1:10:02::	destination	rescue%1:04:00::
		
rocket%1:06:02::	action	shoot%2:33:00::
rocket%1:06:02::	theme	firework%1:06:00::
rocket%1:06:02::	location	celebration%1:11:00::
		
rifle%1:06:00::	action	fire%2:33:00::
rifle%1:06:00::	theme	bullet%1:06:00::
rifle%1:06:00::	destination	target%1:10:00::
		
register%1:21:00::	action	hold%2:42:13::
register%1:21:00::	theme	transaction%1:04:00::
register%1:21:00::	agent	bookkeeper%1:18:00::
register%1:21:00::	destination	record%1:10:03::
		
register%1:06:00::	action	regulate%2:30:00::
register%1:06:00::	theme	air%1:27:00::
register%1:06:00::	location	heater%1:06:00::
		
register%1:06:02::	action	hold%2:42:13::
register%1:06:02::	theme	money%1:21:00::
register%1:06:02::	location	store%1:06:00::
register%1:06:02::	agent	cashier%1:18:01::
		
recording%1:06:00::	action	play_back%2:36:00::
recording%1:06:00::	theme	music%1:10:00::
recording%1:06:00::	theme	film%1:10:01::
		
reactor%1:06:01::	action	generate%2:36:01::
reactor%1:06:01::	theme	energy%1:19:00::
		
reactor%1:06:00::	action	control%2:41:00::
reactor%1:06:00::	theme	nuclear_reaction%1:22:00::
reactor%1:06:00::	result	energy%1:19:00::
		
railcar%1:06:00::	action	carry%2:35:02::
railcar%1:06:00::	theme	cargo%1:06:00::
railcar%1:06:00::	theme	passenger%1:18:00::
		
railcar%1:06:00::	action	jump%2:38:05::
railcar%1:06:00::	theme	track%1:06:01::
		
radio%1:06:01::	action	play%2:36:11::
radio%1:06:01::	theme	music%1:10:00::
		
radio%1:06:01::	action	broadcast%2:32:01::
		
radio%1:06:01::	action	transmit%2:40:10::
radio%1:06:01::	theme	signal%1:19:00::
		
radio%1:06:00::	action	transmit%2:40:10::
radio%1:06:00::	theme	signal%1:19:00::
		
tool%1:06:00::	action	make%2:36:00::
tool%1:06:00::	agent	person%1:03:00::
		
tool%1:06:00::	action	help%2:41:00::
tool%1:06:00::	experiencer	person%1:03:00::
		
tool%1:06:00::	action	repair%2:30:00::
		
tin%1:06:03::	action	hold%2:42:14::
tin%1:06:03::	theme	food%1:03:00::
		
tin%1:06:01::	action	hold%2:42:14::
tin%1:06:01::	theme	food%1:03:00::
		
throne%1:06:00::	action	seat%2:42:00::
throne%1:06:00::	undergoer	royalty%1:14:00::
		
terminal%1:06:00::	action	hold%2:42:14::
terminal%1:06:00::	theme	vehicle%1:06:00::
		
terminal%1:06:02::	action	display%2:39:00::
terminal%1:06:02::	theme	image%1:06:00::
		
television%1:06:01::	action	broadcast%2:32:01::
television%1:06:01::	theme	television_show%1:10:00::
television%1:06:01::	experiencer	person%1:03:00::
		
telephone%1:06:00::	action	ring%2:39:00::
		
telephone%1:06:00::	action	connect%2:32:12::
telephone%1:06:00::	agent	person%1:03:00::
telephone%1:06:00::	experiencer	person%1:03:00::
		
taxi%1:06:00::	agent	driver%1:18:00::
taxi%1:06:00::	action	transport%2:35:00::
taxi%1:06:00::	undergoer	people%1:14:00::
		
taxi%1:06:00::	action	charge%2:40:03::
taxi%1:06:00::	theme	rate%1:21:00::
taxi%1:06:00::	result	transportation%1:04:00::
		
tape%1:06:00::	action	stick%2:35:00::
		
tape%1:06:01::	action	play%2:36:11::
tape%1:06:01::	theme	music%1:10:00::
tape%1:06:01::	experiencer	audience%1:14:00::
tape%1:06:01::	instrument	speaker%1:06:00::
		
tape%1:15:00::	action	mark%2:32:02::
tape%1:15:00::	theme	finish_line%1:15:00::
		
tap%1:06:00::	action	draw%2:38:00::
tap%1:06:00::	theme	water%1:27:00::
tap%1:06:00::	location	sink%1:06:00::
		
tap%1:06:00::	action	drip%2:38:00::
tap%1:06:00::	theme	water%1:27:00::
		
tap%1:06:03::	action	click%2:39:00::
tap%1:06:03::	location	shoe%1:06:00::
tap%1:06:03::	agent	person%1:03:00::
		
tap%1:06:02::	action	cut%2:36:01::
tap%1:06:02::	undergoer	screw%1:06:02::
tap%1:06:02::	result	screw_thread%1:06:00::
		
tank%1:06:01::	action	transport%2:38:00::
tank%1:06:01::	undergoer	military_personnel%1:14:00::
		
tank%1:06:01::	action	roll%2:38:00::
tank%1:06:01::	instrument	caterpillar_tread%1:06:00::
		
tank%1:06:01::	action	fire%2:33:00::
tank%1:06:01::	instrument	cannon%1:06:03::
tank%1:06:01::	agent	soldier%1:18:00::
tank%1:06:01::	undergoer	enemy%1:18:00::
		
tank%1:06:00::	action	contain%2:42:13::
tank%1:06:00::	theme	liquid%1:27:04::
tank%1:06:00::	theme	gas%1:26:00::
		
tank%1:06:03::	action	hold%2:42:14::
tank%1:06:03::	undergoer	prisoner%1:18:00::
tank%1:06:03::	result	punishment%1:04:00::
		
table%1:06:01::	action	display%2:39:00::
table%1:06:01::	theme	food%1:03:00::
table%1:06:01::	theme	art%1:06:00::
		
table%1:06:02::	action	seat%2:42:00::
table%1:06:02::	theme	diner%1:18:00::
		
sword%1:06:00::	action	kill%2:35:00::
sword%1:06:00::	undergoer	enemy%1:18:00::
		
sword%1:06:00::	action	pierce%2:35:02::
sword%1:06:00::	undergoer	enemy%1:18:00::
		
switch%1:06:01::	action	flip%2:35:01::
switch%1:06:01::	experiencer	electricity%1:19:01::
switch%1:06:01::	result	on%3:00:00::
switch%1:06:01::	result	off%3:00:00::
		
switch%1:06:02::	action	turn%2:38:00::
switch%1:06:02::	experiencer	train%1:06:00::
		
switch%1:06:00::	action	crack%2:35:00::
switch%1:06:00::	result	punishment%1:04:00::
		
swing%1:06:00::	action	swing%2:38:00::
swing%1:06:00::	experiencer	child%1:18:00::
swing%1:06:00::	location	playground%1:06:00::
		
support%1:06:01::	action	hold_up%2:35:00::
support%1:06:01::	result	stability%1:07:00::
		
stool%1:06:00::	action	seat%2:42:00::
stool%1:06:00::	theme	person%1:03:00::
		
stick%1:06:03::	action	control%2:35:00::
stick%1:06:03::	undergoer	machine%1:06:00::
		
stick%1:06:04::	action	hit%2:35:03::
stick%1:06:04::	theme	ball%1:06:01::
stick%1:06:04::	agent	hockey_player%1:18:00::
stick%1:06:04::	location	skating_rink%1:06:00::
		
spring%1:17:00::	action	flow%2:38:00::
		
spring%1:17:00::	action	provide%2:40:00::
spring%1:17:00::	theme	water%1:27:00::
spring%1:17:00::	beneficiary	community%1:14:02::
		
spoon%1:06:00::	action	scoop%2:35:01::
spoon%1:06:00::	theme	food%1:03:00::
spoon%1:06:00::	agent	person%1:03:00::
		
speaker%1:06:00::	action	play%2:36:11::
speaker%1:06:00::	theme	music%1:10:00::
speaker%1:06:00::	experiencer	audience%1:14:00::
		
ski%1:06:00::	action	glide%2:38:00::
ski%1:06:00::	location	mountain%1:17:00::
ski%1:06:00::	instrument	snow%1:27:00::
		
ski%1:06:00::	action	glide%2:38:00::
ski%1:06:00::	location	water%1:17:00::
ski%1:06:00::	instrument	boat%1:06:00::
		
shell%1:06:00::	action	fire%2:33:00::
shell%1:06:00::	instrument	gun%1:06:00::
shell%1:06:00::	undergoer	enemy%1:18:00::
		
shell%1:27:00::	action	protect%2:33:00::
shell%1:27:00::	undergoer	animal%1:03:00::
		
shell%1:05:02::	action	protect%2:33:00::
shell%1:05:02::	undergoer	animal%1:03:00::
		
shell%1:20:00::	action	protect%2:33:00::
shell%1:20:00::	undergoer	fruit%1:20:00::
shell%1:20:00::	undergoer	nut%1:20:00::
		
shell%1:06:03::	action	race%2:33:00::
shell%1:06:03::	agent	rower%1:18:00::
shell%1:06:03::	location	water%1:17:00::
		
shelf%1:06:00::	action	hold%2:35:01::
		
whip%1:06:00::	action	crack%2:39:01::
		
wheel%1:06:00::	action	rotate%2:38:01::
		
wheel%1:06:00::	action	roll%2:38:01::
		
wheel%1:06:05::	action	steer%2:38:00::
wheel%1:06:05::	agent	driver%1:18:00::
		
weight%1:06:01::	action	lift%1:11:00::
weight%1:06:01::	result	muscle%1:07:00::
weight%1:06:01::	location	gymnasium%1:06:00::
		
weight%1:06:00::	action	weigh_down%2:35:00::
		
weight%1:06:00::	action	drop%2:38:01::
		
weapon%1:06:00::	action	fire%2:33:00::
		
weapon%1:06:00::	action	hurt%2:29:01::
		
weapon%1:06:00::	action	kill%2:35:00::
		
weapon%1:06:00::	action	threaten%2:42:00::
weapon%1:06:00::	undergoer	enemy%1:14:00::
weapon%1:06:00::	undergoer	enemy%1:18:01::
		
watch%1:06:00::	action	tell%2:32:00::
watch%1:06:00::	theme	time%1:28:03::
watch%1:06:00::	location	wrist%1:08:00::
		
wagon%1:06:00::	action	transport%2:38:00::
wagon%1:06:00::	theme	people%1:14:00::
wagon%1:06:00::	theme	good%1:06:00::
		
wagon%1:06:00::	action	roll%2:38:01::
wagon%1:06:00::	location	road%1:06:00::
		
video%1:06:00::	action	show%2:39:02::
video%1:06:00::	theme	film%1:10:01::
video%1:06:00::	location	screen%1:06:06::
video%1:06:00::	location	screen%1:06:05::
		
video%1:06:00::	action	feature%2:42:00::
video%1:06:00::	theme	actor%1:18:00::
		
vessel%1:06:00::	action	transport%2:38:00::
vessel%1:06:00::	location	water%1:17:00::
vessel%1:06:00::	theme	people%1:14:00::
vessel%1:06:00::	theme	good%1:06:00::
		
vessel%1:06:01::	action	contain%2:42:13::
		
vehicle%1:06:00::	action	transport%2:38:00::
vehicle%1:06:00::	agent	driver%1:18:00::
vehicle%1:06:00::	theme	people%1:14:00::
vehicle%1:06:00::	theme	good%1:06:00::
		
vehicle%1:06:00::	action	travel%1:04:00::
vehicle%1:06:00::	agent	driver%1:18:00::
		
vehicle%1:17:00::	action	transmit%2:40:10::
vehicle%1:17:00::	undergoer	disease%1:26:00::
vehicle%1:17:00::	experiencer	person%1:08:00::
		
vat%1:06:00::	action	contain%2:42:13::
vat%1:06:00::	theme	liquid%1:27:00::
		
van%1:14:01::	action	innovate%2:36:00::
		
van%1:06:02::	action	carry%1:04:00::
van%1:06:02::	theme	cargo%1:06:00::
		
van%1:06:00::	action	carry%1:04:00::
van%1:06:00::	theme	cargo%1:06:00::
		
van%1:06:01::	action	house%2:41:00::
van%1:06:01::	theme	people%1:14:00::
		
van%1:06:02::	action	transport%2:38:00::
van%1:06:02::	agent	driver%1:18:00::
van%1:06:02::	theme	people%1:14:00::
van%1:06:02::	theme	good%1:06:00::
		
van%1:06:00::	action	transport%2:38:00::
van%1:06:00::	agent	driver%1:18:00::
van%1:06:00::	theme	people%1:14:00::
van%1:06:00::	theme	good%1:06:00::
		
van%1:06:01::	action	transport%2:38:00::
van%1:06:01::	agent	driver%1:18:00::
van%1:06:01::	theme	people%1:14:00::
van%1:06:01::	theme	good%1:06:00::
		
truck%1:06:00::	action	transport%2:38:00::
truck%1:06:00::	agent	driver%1:18:00::
truck%1:06:00::	theme	people%1:14:00::
truck%1:06:00::	theme	good%1:06:00::
		
truck%1:06:00::	action	carry%1:04:00::
truck%1:06:00::	theme	cargo%1:06:00::
		
truck%1:06:00::	action	deliver%2:35:00::
		
truck%1:06:01::	action	move%2:38:03::
truck%1:06:01::	theme	cargo%1:06:00::
		
trolley%1:06:00::	action	transport%2:38:00::
trolley%1:06:00::	theme	people%1:14:00::
		
tray%1:06:00::	action	carry%2:35:02::
tray%1:06:00::	theme	food%1:03:00::
		
tray%1:06:00::	action	display%2:39:00::
		
trap%1:06:00::	action	catch%2:35:01::
trap%1:06:00::	undergoer	animal%1:03:00::
		
trap%1:09:00::	action	trick%2:41:00::
trap%1:09:00::	result	deception%1:10:00::
		
trap%1:06:03::	action	hurl%2:35:00::
trap%1:06:03::	theme	clay_pigeon%1:06:00::
trap%1:06:03::	beneficiary	trapshooter%1:18:00::
		
transmission%1:06:01::	action	transmit%2:38:00::
transmission%1:06:01::	theme	power%1:18:00::
transmission%1:06:01::	source	engine%1:06:00::
transmission%1:06:01::	destination	axle%1:06:00::
transmission%1:06:01::	location	car%1:06:00::
		
train%1:06:00::	action	transport%2:38:00::
train%1:06:00::	theme	people%1:14:00::
train%1:06:00::	source	train_station%1:06:00::
train%1:06:00::	destination	train_station%1:06:00::
train%1:06:00::	location	track%1:06:02::
		
train%1:06:02::	action	trail%2:35:05::
train%1:06:02::	location	gown%1:06:00::
		
torch%1:06:02::	action	hold%2:42:13::
torch%1:06:02::	theme	flame%1:22:00::
torch%1:06:02::	result	light%1:19:00::
		
torch%1:06:02::	action	burn%2:43:01::
		
torch%1:06:02::	action	illuminate%2:30:03::
torch%1:06:02::	result	light%1:19:00::
		
wing%1:06:00::	action	lift%2:38:00::
wing%1:06:00::	beneficiary	aircraft%1:06:00::
wing%1:06:00::	result	flight%1:04:00::
wing%1:06:00::	cause	lift%1:19:00::
		
wire%1:06:00::	action	fasten%2:35:01::
wire%1:06:00::	action	shape%2:36:00::
wire%1:06:00::	result	fastening%1:06:00::
		
yacht%1:06:00::	action	sail%2:38:03::
yacht%1:06:00::	action	cruise%2:38:01::
yacht%1:06:00::	action	travel%2:38:04::
yacht%1:06:00::	action	transport%2:38:00::
yacht%1:06:00::	action	race%2:33:00::
yacht%1:06:00::	theme	passenger%1:18:00::
yacht%1:06:00::	instrument	sail%1:06:00::
yacht%1:06:00::	agent	captain%1:18:03::
